cnae_name,cnae_formated_code,cnae_category,cnae_code
Manutenção e reparação de equipamentos e instrumentos ópticos,3312-1/04,subclass,3312104
Manutenção e reparação de máquinas e equipamentos elétricos,33.13-9,class,33139
"Manutenção e reparação de geradores, transformadores e motores elétricos",3313-9/01,subclass,3313901
"Manutenção e reparação de baterias e acumuladores elétricos, exceto para veículos",3313-9/02,subclass,3313902
"Manutenção e reparação de máquinas, aparelhos e materiais elétricos não especificados anteriormente",3313-9/99,subclass,3313999
Manutenção e reparação de máquinas e equipamentos da indústria mecânica,33.14-7,class,33147
Manutenção e reparação de máquinas motrizes não elétricas,3314-7/01,subclass,3314701
"Manutenção e reparação de equipamentos hidráulicos e pneumáticos, exceto válvulas",3314-7/02,subclass,3314702
Manutenção e reparação de válvulas industriais,3314-7/03,subclass,3314703
Manutenção e reparação de compressores,3314-7/04,subclass,3314704
Manutenção e reparação de equipamentos de transmissão para fins industriais,3314-7/05,subclass,3314705
"Manutenção e reparação de máquinas, aparelhos e equipamentos para instalações térmicas",3314-7/06,subclass,3314706
Manutenção e reparação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial,3314-7/07,subclass,3314707
"Manutenção e reparação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas",3314-7/08,subclass,3314708
"Manutenção e reparação de máquinas de escrever, calcular e de outros equipamentos não eletrônicos para escritório",3314-7/09,subclass,3314709
Manutenção e reparação de máquinas e equipamentos para uso geral não especificados anteriormente,3314-7/10,subclass,3314710
Manutenção e reparação de máquinas e equipamentos para agricultura e pecuária,3314-7/11,subclass,3314711
Manutenção e reparação de tratores agrícolas,3314-7/12,subclass,3314712
Manutenção e reparação de máquinas-ferramenta,3314-7/13,subclass,3314713
Manutenção e reparação de máquinas e equipamentos para a prospecção e extração de petróleo,3314-7/14,subclass,3314714
"Manutenção e reparação de máquinas e equipamentos para uso na extração mineral, exceto na extração de petróleo",3314-7/15,subclass,3314715
"Manutenção e reparação de tratores, exceto agrícolas",3314-7/16,subclass,3314716
"Manutenção e reparação de máquinas e equipamentos de terraplenagem, pavimentação e construção, exceto tratores",3314-7/17,subclass,3314717
"Manutenção e reparação de máquinas para a indústria metalúrgica, exceto máquinas-ferramenta",3314-7/18,subclass,3314718
"Manutenção e reparação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo",3314-7/19,subclass,3314719
"Manutenção e reparação de máquinas e equipamentos para a indústria têxtil, do vestuário, do couro e calçados",3314-7/20,subclass,3314720
"Manutenção e reparação de máquinas e aparelhos para a indústria de celulose, papel e papelão e artefatos",3314-7/21,subclass,3314721
Manutenção e reparação de máquinas e aparelhos para a indústria do plástico,3314-7/22,subclass,3314722
Manutenção e reparação de outras máquinas e equipamentos para usos industriais não especificados anteriormente,3314-7/99,subclass,3314799
Manutenção e reparação de veículos ferroviários,33.15-5,class,33155
Manutenção e reparação de veículos ferroviários,3315-5/00,subclass,3315500
Manutenção e reparação de aeronaves,33.16-3,class,33163
"Manutenção e reparação de aeronaves, exceto a manutenção na pista",3316-3/01,subclass,3316301
Manutenção de aeronaves na pista,3316-3/02,subclass,3316302
Manutenção e reparação de embarcações,33.17-1,class,33171
Manutenção e reparação de embarcações e estruturas flutuantes,3317-1/01,subclass,3317101
Manutenção e reparação de embarcações para esporte e lazer,3317-1/02,subclass,3317102
Manutenção e reparação de equipamentos e produtos não especificados anteriormente,33.19-8,class,33198
Manutenção e reparação de equipamentos e produtos não especificados anteriormente,3319-8/00,subclass,3319800
Instalação de máquinas e equipamentos,33.2,group,332
Instalação de máquinas e equipamentos industriais,33.21-0,class,33210
Instalação de máquinas e equipamentos industriais,3321-0/00,subclass,3321000
Instalação de equipamentos não especificados anteriormente,33.29-5,class,33295
Serviços de montagem de móveis de qualquer material,3329-5/01,subclass,3329501
Instalação de outros equipamentos não especificados anteriormente,3329-5/99,subclass,3329599
ELETRICIDADE E GÁS,D,section,D
"ELETRICIDADE, GÁS E OUTRAS UTILIDADES",35,division,35
"Geração, transmissão e distribuição de energia elétrica",35.1,group,351
Geração de energia elétrica,35.11-5,class,35115
Geração de energia elétrica,3511-5/01,subclass,3511501
Atividades de coordenação e controle da operação da geração e transmissão de energia elétrica,3511-5/02,subclass,3511502
Transmissão de energia elétrica,35.12-3,class,35123
Transmissão de energia elétrica,3512-3/00,subclass,3512300
Comércio atacadista de energia elétrica,35.13-1,class,35131
Comércio atacadista de energia elétrica,3513-1/00,subclass,3513100
Distribuição de energia elétrica,35.14-0,class,35140
Distribuição de energia elétrica,3514-0/00,subclass,3514000
Produção e distribuição de combustíveis gasosos por redes urbanas,35.2,group,352
Produção de gás; processamento de gás natural; distribuição de combustíveis gasosos por redes urbanas,35.20-4,class,35204
Produção de gás; processamento de gás natural,3520-4/01,subclass,3520401
Distribuição de combustíveis gasosos por redes urbanas,3520-4/02,subclass,3520402
"Produção e distribuição de vapor, água quente e ar
condicionado",35.3,group,353
"Produção e distribuição de vapor, água quente e ar
condicionado",35.30-1,class,35301
"Produção e distribuição de vapor, água quente e ar condicionado",3530-1/00,subclass,3530100
"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",E,section,E
"CAPTAÇÃO, TRATAMENTO E DISTRIBUIÇÃO DE ÁGUA",36,division,36
"Captação, tratamento e distribuição de água",36.0,group,360
"Captação, tratamento e distribuição de água",36.00-6,class,36006
"Captação, tratamento e distribuição de água",3600-6/01,subclass,3600601
Distribuição de água por caminhões,3600-6/02,subclass,3600602
ESGOTO E ATIVIDADES RELACIONADAS,37,division,37
Esgoto e atividades relacionadas,37.0,group,370
Gestão de redes de esgoto,37.01-1,class,37011
Gestão de redes de esgoto,3701-1/00,subclass,3701100
"Atividades relacionadas a esgoto, exceto a gestão de redes",37.02-9,class,37029
"Atividades relacionadas a esgoto, exceto a gestão de redes",3702-9/00,subclass,3702900
"COLETA, TRATAMENTO E DISPOSIÇÃO DE RESÍDUOS; RECUPERAÇÃO DE MATERIAIS",38,division,38
Coleta de resíduos,38.1,group,381
Coleta de resíduos não perigosos,38.11-4,class,38114
Coleta de resíduos não perigosos,3811-4/00,subclass,3811400
Coleta de resíduos perigosos,38.12-2,class,38122
Coleta de resíduos perigosos,3812-2/00,subclass,3812200
Tratamento e disposição de resíduos,38.2,group,382
Tratamento e disposição de resíduos não perigosos,38.21-1,class,38211
Tratamento e disposição de resíduos não perigosos,3821-1/00,subclass,3821100
Tratamento e disposição de resíduos perigosos,38.22-0,class,38220
Tratamento e disposição de resíduos perigosos,3822-0/00,subclass,3822000
Recuperação de materiais,38.3,group,383
Recuperação de materiais metálicos,38.31-9,class,38319
Recuperação de sucatas de alumínio,3831-9/01,subclass,3831901
"Recuperação de materiais metálicos, exceto alumínio",3831-9/99,subclass,3831999
Recuperação de materiais plásticos,38.32-7,class,38327
Recuperação de materiais plásticos,3832-7/00,subclass,3832700
Recuperação de materiais não especificados anteriormente,38.39-4,class,38394
Usinas de compostagem,3839-4/01,subclass,3839401
Recuperação de materiais não especificados anteriormente,3839-4/99,subclass,3839499
DESCONTAMINAÇÃO E OUTROS SERVIÇOS DE GESTÃO DE RESÍDUOS,39,division,39
Descontaminação e outros serviços de gestão de resíduos,39.0,group,390
Descontaminação e outros serviços de gestão de resíduos,39.00-5,class,39005
Descontaminação e outros serviços de gestão de resíduos,3900-5/00,subclass,3900500
CONSTRUÇÃO,F,section,F
CONSTRUÇÃO DE EDIFÍCIOS,41,division,41
Incorporação de empreendimentos imobiliários,41.1,group,411
Incorporação de empreendimentos imobiliários,41.10-7,class,41107
Incorporação de empreendimentos imobiliários,4110-7/00,subclass,4110700
Construção de edifícios,41.2,group,412
Construção de edifícios,41.20-4,class,41204
Construção de edifícios,4120-4/00,subclass,4120400
OBRAS DE INFRAESTRUTURA,42,division,42
"Construção de rodovias, ferrovias, obras urbanas e obras-de-arte especiais",42.1,group,421
Construção de rodovias e ferrovias,42.11-1,class,42111
Construção de rodovias e ferrovias,4211-1/01,subclass,4211101
Pintura para sinalização em pistas rodoviárias e aeroportos,4211-1/02,subclass,4211102
Construção de obras de arte especiais,42.12-0,class,42120
Construção de obras de arte especiais,4212-0/00,subclass,4212000
"Obras de urbanização - ruas, praças e calçadas",42.13-8,class,42138
"Obras de urbanização - ruas, praças e calçadas",4213-8/00,subclass,4213800
"Obras de infraestrutura para energia elétrica, telecomunicações, água, esgoto e transporte por dutos",42.2,group,422
Obras para geração e distribuição de energia elétrica e para telecomunicações,42.21-9,class,42219
"Construção de barragens e represas para geração de energia 
elétrica",4221-9/01,subclass,4221901
Construção de estações e redes de distribuição de energia elétrica,4221-9/02,subclass,4221902
Manutenção de redes de distribuição de energia elétrica,4221-9/03,subclass,4221903
Construção de estações e redes de telecomunicações,4221-9/04,subclass,4221904
Manutenção de estações e redes de telecomunicações,4221-9/05,subclass,4221905
"Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas",42.22-7,class,42227
"Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas, exceto obras de irrigação",4222-7/01,subclass,4222701
Obras de irrigação,4222-7/02,subclass,4222702
"Construção de redes de transportes por dutos, exceto para água e esgoto",42.23-5,class,42235
"Construção de redes de transportes por dutos, exceto para água e esgoto",4223-5/00,subclass,4223500
Construção de outras obras de infraestrutura,42.9,group,429
"Obras portuárias, marítimas e fluviais",42.91-0,class,42910
"Obras portuárias, marítimas e fluviais",4291-0/00,subclass,4291000
Montagem de instalações industriais e de estruturas metálicas,42.92-8,class,42928
Montagem de estruturas metálicas,4292-8/01,subclass,4292801
Obras de montagem industrial,4292-8/02,subclass,4292802
Obras de engenharia civil não especificadas anteriormente,42.99-5,class,42995
Construção de instalações esportivas e recreativas,4299-5/01,subclass,4299501
Outras obras de engenharia civil não especificadas anteriormente,4299-5/99,subclass,4299599
SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO,43,division,43
Demolição e preparação do terreno,43.1,group,431
Demolição e preparação de canteiros de obras,43.11-8,class,43118
Demolição de edifícios e outras estruturas,4311-8/01,subclass,4311801
Preparação de canteiro e limpeza de terreno,4311-8/02,subclass,4311802
Perfurações e sondagens,43.12-6,class,43126
Perfurações e sondagens,4312-6/00,subclass,4312600
Obras de terraplenagem,43.13-4,class,43134
Obras de terraplenagem,4313-4/00,subclass,4313400
Serviços de preparação do terreno não especificados anteriormente,43.19-3,class,43193
Serviços de preparação do terreno não especificados anteriormente,4319-3/00,subclass,4319300
"Instalações elétricas, hidráulicas e outras instalações em construções",43.2,group,432
Instalações elétricas,43.21-5,class,43215
Instalação e manutenção elétrica,4321-5/00,subclass,4321500
"Instalações hidráulicas, de sistemas de ventilação e
refrigeração",43.22-3,class,43223
"Instalações hidráulicas, sanitárias e de gás",4322-3/01,subclass,4322301
